Date,State,District,Maximum Temp(Celsius),Maximum Temp Departure from Normal(Celsius),Minimum Temp(Celsius),Minimum Temp Departure from Normal(Celsius),24 Hours Rainfall (mm),Relative Humidity at 0830 hrs (%),Relative Humidity at 1730 hrs (%),Todays Sunset (IST),Tommorows Sunrise (IST),Moonset (IST),Moonrise (IST)
2018-07-02,Andaman and Nicobar,Nicobar Islands,30.2,1.0,23.2,-1.0,13.9,95.0,89.0,0 days 17:47:00.000000000,0 days 04:59:00.000000000,0 days 08:07:00.000000000,0 days 20:56:00.000000000
2018-07-02,Andaman and Nicobar,North and Middle Andaman,30.2,1.0,23.2,-1.0,13.9,95.0,89.0,0 days 17:47:00.000000000,0 days 04:59:00.000000000,0 days 08:07:00.000000000,0 days 20:56:00.000000000
2018-07-02,Andaman and Nicobar,South Andaman,30.2,1.0,23.2,-1.0,13.9,95.0,89.0,0 days 17:47:00.000000000,0 days 04:59:00.000000000,0 days 08:07:00.000000000,0 days 20:56:00.000000000
2018-07-02,Andhra Pradesh,Anantapur,35.4,0.0,25.0,0.0,,77.0,39.0,0 days 18:46:00.000000000,0 days 05:49:00.000000000,0 days 09:06:00.000000000,0 days 22:01:00.000000000
2018-07-02,Andhra Pradesh,Chittoor,34.8,-2.0,26.1,-1.0,,62.0,52.0,0 days 18:43:00.000000000,0 days 05:48:00.000000000,0 days 08:59:00.000000000,0 days 21:52:00.000000000
2018-07-02,Andhra Pradesh,East Godavari,30.8,-3.0,27.0,0.0,,84.0,76.0,0 days 18:39:00.000000000,0 days 05:31:00.000000000,0 days 08:44:00.000000000,0 days 21:45:00.000000000
2018-07-02,Andhra Pradesh,Guntur,31.0,-4.0,26.5,1.0,1.0,78.0,78.0,0 days 18:44:00.000000000,0 days 05:38:00.000000000,0 days 08:51:00.000000000,0 days 21:50:00.000000000
2018-07-02,Andhra Pradesh,Krishna,32.25,-2.5,26.5,-0.5,1.0,73.5,67.0,0 days 18:42:30.000000000,0 days 05:42:30.000000000,0 days 08:54:30.000000000,0 days 21:50:00.000000000
2018-07-02,Andhra Pradesh,Kurnool,35.6,1.0,27.0,0.0,,64.0,40.0,0 days 18:53:00.000000000,0 days 05:50:00.000000000,0 days 09:03:00.000000000,0 days 22:01:00.000000000
2018-07-02,Andhra Pradesh,Nellore,33.9,-3.0,27.4,-1.0,0.3,69.0,59.0,0 days 18:43:00.000000000,0 days 05:45:00.000000000,0 days 08:57:00.000000000,0 days 21:51:00.000000000
2018-07-02,Andhra Pradesh,Prakasam,,,27.3,-1.0,0.4,63.0,,0 days 18:45:00.000000000,0 days 05:43:00.000000000,0 days 08:06:00.000000000,0 days 21:11:00.000000000
2018-07-02,Andhra Pradesh,Srikakulam,31.7,0.0,26.6,0.0,,83.0,81.0,0 days 18:34:00.000000000,0 days 05:21:00.000000000,0 days 08:35:00.000000000,0 days 21:39:00.000000000
2018-07-02,Andhra Pradesh,Visakhapatnam,31.3,-1.0,27.0,0.0,0.7,79.0,88.0,0 days 18:36:00.000000000,0 days 05:26:00.000000000,0 days 08:39:00.000000000,0 days 21:41:00.000000000
2018-07-02,Andhra Pradesh,Vizianagaram,31.3,-1.0,27.0,0.0,0.7,79.0,88.0,0 days 18:36:00.000000000,0 days 05:26:00.000000000,0 days 08:39:00.000000000,0 days 21:41:00.000000000
2018-07-02,Andhra Pradesh,West Godavari,31.0,-4.0,26.5,1.0,1.0,78.0,78.0,0 days 18:44:00.000000000,0 days 05:38:00.000000000,0 days 08:51:00.000000000,0 days 21:50:00.000000000
2018-07-02,Andhra Pradesh,Y.S.R.,36.0,0.0,26.0,0.0,,81.0,69.0,0 days 18:47:00.000000000,0 days 05:50:00.000000000,0 days 09:02:00.000000000,0 days 21:56:00.000000000
2018-07-02,Arunachal Pradesh,Anjaw,24.6,-5.0,23.2,0.0,150.8,98.0,,,,,
2018-07-02,Arunachal Pradesh,Changlang,28.5,,22.0,,13.0,99.0,87.0,,,,
2018-07-02,Arunachal Pradesh,Dibang Valley,24.6,-5.0,23.2,0.0,150.8,98.0,,,,,
2018-07-02,Arunachal Pradesh,East Kameng,30.8,,24.0,,52.2,93.0,82.0,0 days 18:13:00.000000000,0 days 04:25:00.000000000,0 days 07:43:00.000000000,0 days 21:09:00.000000000
2018-07-02,Arunachal Pradesh,East Siang,24.6,-5.0,23.2,0.0,150.8,98.0,,,,,
2018-07-02,Arunachal Pradesh,Kurung Kumey,30.8,,24.0,,52.2,93.0,82.0,0 days 18:13:00.000000000,0 days 04:25:00.000000000,0 days 07:43:00.000000000,0 days 21:09:00.000000000
2018-07-02,Arunachal Pradesh,Lohit,28.5,,22.0,,13.0,99.0,87.0,,,,
2018-07-02,Arunachal Pradesh,Longding,28.5,,22.0,,13.0,99.0,87.0,,,,
2018-07-02,Arunachal Pradesh,Lower Dibang Valley,24.6,-5.0,23.2,0.0,150.8,98.0,,,,,
2018-07-02,Arunachal Pradesh,Lower Subansiri,31.6,1.0,22.6,-2.0,27.2,95.0,85.0,0 days 18:12:00.000000000,0 days 04:23:00.000000000,0 days 07:41:00.000000000,0 days 21:08:00.000000000
2018-07-02,Arunachal Pradesh,Namsai,28.5,,22.0,,13.0,99.0,87.0,,,,
2018-07-02,Arunachal Pradesh,Papum Pare,30.8,,24.0,,52.2,93.0,82.0,0 days 18:13:00.000000000,0 days 04:25:00.000000000,0 days 07:43:00.000000000,0 days 21:09:00.000000000
2018-07-02,Arunachal Pradesh,Tawang,,,,,,,,,,,
2018-07-02,Arunachal Pradesh,Tirap,28.5,,22.0,,13.0,99.0,87.0,,,,
2018-07-02,Arunachal Pradesh,Upper Siang,24.6,-5.0,23.2,0.0,150.8,98.0,,,,,
2018-07-02,Arunachal Pradesh,Upper Subansiri,,,,,,,,,,,
2018-07-02,Arunachal Pradesh,West Kameng,33.0,,26.0,,,81.0,69.0,,,,
2018-07-02,Arunachal Pradesh,West Siang,,,,,,,,,,,
2018-07-02,Assam,Baksa,,,,,,,,,,,
2018-07-02,Assam,Barpeta,,,,,,,,,,,
2018-07-02,Assam,Bongaigaon,,,21.4,,5.4,81.0,,,,,
2018-07-02,Assam,Cachar,34.0,2.0,25.2,0.0,,86.0,66.0,0 days 18:12:00.000000000,0 days 04:33:00.000000000,0 days 07:50:00.000000000,0 days 21:10:00.000000000
2018-07-02,Assam,Chirang,,,,,,,,,,,
2018-07-02,Assam,Darrang,34.8,3.0,25.9,1.0,0.2,91.0,81.0,0 days 18:19:00.000000000,0 days 04:34:00.000000000,0 days 07:52:00.000000000,0 days 21:16:00.000000000
2018-07-02,Assam,Dhemaji,28.5,-2.0,23.4,-1.0,7.5,98.0,90.0,0 days 18:09:00.000000000,0 days 04:19:00.000000000,0 days 07:37:00.000000000,0 days 21:05:00.000000000
2018-07-02,Assam,Dhubri,26.1,-5.0,25.7,1.0,49.0,92.0,97.0,0 days 18:26:00.000000000,0 days 04:42:00.000000000,0 days 08:00:00.000000000,0 days 21:23:00.000000000
2018-07-02,Assam,Dibrugarh,28.5,-2.0,23.4,-1.0,7.5,98.0,90.0,0 days 18:09:00.000000000,0 days 04:19:00.000000000,0 days 07:37:00.000000000,0 days 21:05:00.000000000
2018-07-02,Assam,Dima Hasao,31.6,1.0,22.6,-2.0,27.2,95.0,85.0,0 days 18:12:00.000000000,0 days 04:23:00.000000000,0 days 07:41:00.000000000,0 days 21:08:00.000000000
2018-07-02,Assam,Goalpara,,,21.4,,5.4,81.0,,,,,
2018-07-02,Assam,Golaghat,34.0,,25.4,,3.6,90.0,79.0,,,,
2018-07-02,Assam,Hailakandi,34.0,2.0,25.2,0.0,,86.0,66.0,0 days 18:12:00.000000000,0 days 04:33:00.000000000,0 days 07:50:00.000000000,0 days 21:10:00.000000000
2018-07-02,Assam,Jorhat,30.7,,26.0,,,79.0,69.0,0 days 18:10:00.000000000,0 days 04:23:00.000000000,0 days 07:41:00.000000000,0 days 21:07:00.000000000
2018-07-02,Assam,Kamrup Metropolitan,34.8,3.0,25.9,1.0,0.2,91.0,81.0,0 days 18:19:00.000000000,0 days 04:34:00.000000000,0 days 07:52:00.000000000,0 days 21:16:00.000000000
2018-07-02,Assam,Kamrup,34.8,3.0,25.9,1.0,0.2,91.0,81.0,0 days 18:19:00.000000000,0 days 04:34:00.000000000,0 days 07:52:00.000000000,0 days 21:16:00.000000000
2018-07-02,Assam,Karbi Anglong,32.0,,23.8,,,78.0,,0 days 18:10:00.000000000,0 days 04:36:00.000000000,0 days 07:52:00.000000000,0 days 21:09:00.000000000
2018-07-02,Assam,Karimganj,34.0,2.0,25.2,0.0,,86.0,66.0,0 days 18:12:00.000000000,0 days 04:33:00.000000000,0 days 07:50:00.000000000,0 days 21:10:00.000000000
2018-07-02,Assam,Kokrajhar,,,21.4,,5.4,81.0,,,,,
2018-07-02,Assam,Lakhimpur,31.6,1.0,22.6,-2.0,27.2,95.0,85.0,0 days 18:12:00.000000000,0 days 04:23:00.000000000,0 days 07:41:00.000000000,0 days 21:08:00.000000000
2018-07-02,Assam,Morigaon,34.8,3.0,25.9,1.0,0.2,91.0,81.0,0 days 18:19:00.000000000,0 days 04:34:00.000000000,0 days 07:52:00.000000000,0 days 21:16:00.000000000
2018-07-02,Assam,Nagaon,34.0,2.0,25.2,0.0,,86.0,66.0,0 days 18:12:00.000000000,0 days 04:33:00.000000000,0 days 07:50:00.000000000,0 days 21:10:00.000000000
2018-07-02,Assam,Nalbari,,,,,,,,,,,
2018-07-02,Assam,Sivasagar,28.5,-2.0,23.4,-1.0,7.5,98.0,90.0,0 days 18:09:00.000000000,0 days 04:19:00.000000000,0 days 07:37:00.000000000,0 days 21:05:00.000000000
2018-07-02,Assam,Sonitpur,31.8,0.0,25.2,0.0,11.8,91.0,79.0,0 days 18:16:00.000000000,0 days 04:29:00.000000000,0 days 07:47:00.000000000,0 days 21:12:00.000000000
2018-07-02,Assam,Tinsukia,28.5,,22.0,,13.0,99.0,87.0,,,,
2018-07-02,Assam,Udalguri,33.0,,26.0,,,81.0,69.0,,,,
2018-07-02,Bihar,Araria,,,26.5,1.0,2.2,95.0,,,,,
2018-07-02,Bihar,Arwal,35.0,1.0,26.0,0.0,3.8,81.0,95.0,0 days 18:43:00.000000000,0 days 05:05:00.000000000,0 days 09:14:00.000000000,0 days 21:43:00.000000000
2018-07-02,Bihar,Aurangabad,34.0,2.0,22.2,0.0,,77.0,45.0,0 days 19:12:00.000000000,0 days 05:54:00.000000000,0 days 09:09:00.000000000,0 days 22:16:00.000000000
2018-07-02,Bihar,Banka,,,,,,,,0 days 18:36:00.000000000,0 days 04:59:00.000000000,0 days 09:07:00.000000000,0 days 21:35:00.000000000
2018-07-02,Bihar,Begusarai,,,,,,,,,,,
2018-07-02,Bihar,Bhagalpur,30.4,-3.0,25.3,-2.0,4.7,94.0,92.0,0 days 18:36:00.000000000,0 days 04:56:00.000000000,0 days 09:05:00.000000000,0 days 21:35:00.000000000
2018-07-02,Bihar,Bhojpur,35.2,1.0,26.5,1.0,2.0,74.0,63.0,,,,
2018-07-02,Bihar,Buxar,35.2,1.0,26.5,1.0,2.0,74.0,63.0,,,,
2018-07-02,Bihar,Darbhanga,,,,,,,,,,,
2018-07-02,Bihar,Gaya,35.0,1.0,26.0,0.0,3.8,81.0,95.0,0 days 18:43:00.000000000,0 days 05:05:00.000000000,0 days 09:14:00.000000000,0 days 21:43:00.000000000
2018-07-02,Bihar,Gopalganj,,,,,,,,,,,
2018-07-02,Bihar,Jamui,,,,,,,,0 days 18:36:00.000000000,0 days 04:59:00.000000000,0 days 09:07:00.000000000,0 days 21:35:00.000000000
2018-07-02,Bihar,Jehanabad,35.0,1.0,26.0,0.0,3.8,81.0,95.0,0 days 18:43:00.000000000,0 days 05:05:00.000000000,0 days 09:14:00.000000000,0 days 21:43:00.000000000
2018-07-02,Bihar,Kaimur,34.6,-1.0,28.2,1.0,2.0,83.0,77.0,0 days 18:53:00.000000000,0 days 05:12:00.000000000,0 days 09:22:00.000000000,0 days 22:29:00.000000000
2018-07-02,Bihar,Katihar,30.6,-2.0,26.1,1.0,15.5,97.0,92.0,,,,
2018-07-02,Bihar,Khagaria,30.4,-3.0,25.3,-2.0,4.7,94.0,92.0,0 days 18:36:00.000000000,0 days 04:56:00.000000000,0 days 09:05:00.000000000,0 days 21:35:00.000000000
2018-07-02,Bihar,Kishanganj,,,26.5,1.0,2.2,95.0,,,,,
2018-07-02,Bihar,Lakhisarai,,,,,,,,,,,
2018-07-02,Bihar,Madhepura,29.2,-4.0,25.6,1.0,31.9,95.0,92.0,,,,
2018-07-02,Bihar,Madhubani,,,,,,,,,,,
2018-07-02,Bihar,Munger,30.4,-3.0,25.3,-2.0,4.7,94.0,92.0,0 days 18:36:00.000000000,0 days 04:56:00.000000000,0 days 09:05:00.000000000,0 days 21:35:00.000000000
2018-07-02,Bihar,Muzaffarpur,29.8,-3.0,26.5,0.0,16.0,90.0,66.0,0 days 18:45:00.000000000,0 days 05:00:00.000000000,0 days 09:11:00.000000000,0 days 21:43:00.000000000
2018-07-02,Bihar,Nalanda,30.6,-2.0,26.1,1.0,15.5,97.0,92.0,,,,
2018-07-02,Bihar,Nawada,,,,,,,,,,,
2018-07-02,Bihar,Pashchim Champaran,,,,,,,,,,,
2018-07-02,Bihar,Patna,33.5,0.0,26.5,0.0,6.0,88.0,89.0,0 days 18:45:00.000000000,0 days 05:03:00.000000000,0 days 09:13:00.000000000,0 days 21:43:00.000000000
2018-07-02,Bihar,Purba Champaran,,,,,,,,,,,
2018-07-02,Bihar,Purnia,30.6,-2.0,26.1,1.0,15.5,97.0,92.0,,,,
2018-07-02,Bihar,Rohtas,34.0,2.0,22.2,0.0,,77.0,45.0,0 days 19:12:00.000000000,0 days 05:54:00.000000000,0 days 09:09:00.000000000,0 days 22:16:00.000000000
2018-07-02,Bihar,Saharsa,29.2,-4.0,25.6,1.0,31.9,95.0,92.0,,,,
2018-07-02,Bihar,Samastipur,,,,,,,,,,,
2018-07-02,Bihar,Saran,35.2,1.0,26.5,1.0,2.0,74.0,63.0,,,,
2018-07-02,Bihar,Sheikhpura,,,,,,,,,,,
2018-07-02,Bihar,Sheohar,29.8,-3.0,26.5,0.0,16.0,90.0,66.0,0 days 18:45:00.000000000,0 days 05:00:00.000000000,0 days 09:11:00.000000000,0 days 21:43:00.000000000
2018-07-02,Bihar,Sitamarhi,29.8,-3.0,26.5,0.0,16.0,90.0,66.0,0 days 18:45:00.000000000,0 days 05:00:00.000000000,0 days 09:11:00.000000000,0 days 21:43:00.000000000
2018-07-02,Bihar,Siwan,35.2,1.0,26.5,1.0,2.0,74.0,63.0,,,,
2018-07-02,Bihar,Supaul,29.2,-4.0,25.6,1.0,31.9,95.0,92.0,,,,
2018-07-02,Bihar,Vaishali,33.5,0.0,26.5,0.0,6.0,88.0,89.0,0 days 18:45:00.000000000,0 days 05:03:00.000000000,0 days 09:13:00.000000000,0 days 21:43:00.000000000
2018-07-02,Chandigarh,Chandigarh,36.3,1.0,27.2,3.0,1.5,67.0,60.0,0 days 19:28:00.000000000,0 days 05:26:00.000000000,0 days 19:28:00.000000000,0 days 08:48:00.000000000
2018-07-02,Chhattisgarh,Baloda Bazar,34.35,0.5,24.6,0.5,11.3,64.5,56.5,0 days 19:11:00.000000000,0 days 05:23:30.000000000,0 days 08:42:30.000000000,0 days 22:08:30.000000000
2018-07-02,Chhattisgarh,Balod,34.0,1.0,24.2,1.0,2.0,96.0,82.0,0 days 18:52:00.000000000,0 days 05:28:00.000000000,0 days 08:43:00.000000000,0 days 21:55:00.000000000
2018-07-02,Chhattisgarh,Balrampur,32.3,1.0,21.9,-2.0,67.0,95.0,95.0,0 days 18:47:00.000000000,0 days 05:15:00.000000000,0 days 08:31:00.000000000,0 days 21:48:00.000000000
2018-07-02,Chhattisgarh,Bastar,30.5,0.0,21.4,-2.0,3.4,88.0,78.0,0 days 18:42:00.000000000,0 days 05:30:00.000000000,,0 days 21:47:00.000000000
2018-07-02,Chhattisgarh,Bemetara,34.8,2.0,25.3,0.0,,81.0,66.0,0 days 18:50:00.000000000,0 days 05:27:00.000000000,0 days 08:42:00.000000000,0 days 21:53:00.000000000
2018-07-02,Chhattisgarh,Bijapur,35.4,1.0,25.0,1.0,,75.0,46.0,0 days 18:53:00.000000000,0 days 05:39:00.000000000,,0 days 21:58:00.000000000
2018-07-02,Chhattisgarh,Bilaspur,33.06666666666667,0.3333333333333333,23.53333333333333,-0.3333333333333333,7.3500000000000005,72.33333333333333,63.666666666666664,0 days 19:01:20.000000000,0 days 05:25:40.000000000,0 days 08:42:30.000000000,0 days 22:01:20.000000000
2018-07-02,Chhattisgarh,Dantewada,30.5,0.0,21.4,-2.0,3.4,88.0,78.0,0 days 18:42:00.000000000,0 days 05:30:00.000000000,,0 days 21:47:00.000000000
2018-07-02,Chhattisgarh,Dhamtari,34.8,2.0,25.3,0.0,,81.0,66.0,0 days 18:50:00.000000000,0 days 05:27:00.000000000,0 days 08:42:00.000000000,0 days 21:53:00.000000000
2018-07-02,Chhattisgarh,Durg,33.6,2.0,23.6,-1.0,,81.0,67.0,0 days 18:51:00.000000000,0 days 05:27:00.000000000,0 days 08:42:00.000000000,0 days 21:54:00.000000000
2018-07-02,Chhattisgarh,Gariaband,35.6,4.0,25.0,1.0,1.2,71.0,89.0,,,,
2018-07-02,Chhattisgarh,Janjgir-Champa,34.35,0.5,24.6,0.5,11.3,64.5,56.5,0 days 19:11:00.000000000,0 days 05:23:30.000000000,0 days 08:42:30.000000000,0 days 22:08:30.000000000
2018-07-02,Chhattisgarh,Jashpur,32.3,1.0,21.9,-2.0,67.0,95.0,95.0,0 days 18:47:00.000000000,0 days 05:15:00.000000000,0 days 08:31:00.000000000,0 days 21:48:00.000000000
2018-07-02,Chhattisgarh,Kabeerdham,33.6,2.0,23.6,-1.0,,81.0,67.0,0 days 18:51:00.000000000,0 days 05:27:00.000000000,0 days 08:42:00.000000000,0 days 21:54:00.000000000
2018-07-02,Chhattisgarh,Kondagaon,30.5,0.0,21.4,-2.0,3.4,88.0,78.0,0 days 18:42:00.000000000,0 days 05:30:00.000000000,,0 days 21:47:00.000000000
2018-07-02,Chhattisgarh,Korba,32.7,1.0,21.4,-2.0,35.2,92.0,75.0,0 days 18:52:00.000000000,0 days 05:24:00.000000000,0 days 08:40:00.000000000,0 days 21:54:00.000000000
2018-07-02,Chhattisgarh,Koriya,32.7,1.0,21.4,-2.0,35.2,92.0,75.0,0 days 18:52:00.000000000,0 days 05:24:00.000000000,0 days 08:40:00.000000000,0 days 21:54:00.000000000
2018-07-02,Chhattisgarh,Mahasamund,34.8,2.0,25.3,0.0,,81.0,66.0,0 days 18:50:00.000000000,0 days 05:27:00.000000000,0 days 08:42:00.000000000,0 days 21:53:00.000000000
2018-07-02,Chhattisgarh,Mungeli,34.35,0.5,24.6,0.5,11.3,64.5,56.5,0 days 19:11:00.000000000,0 days 05:23:30.000000000,0 days 08:42:30.000000000,0 days 22:08:30.000000000
2018-07-02,Chhattisgarh,Narayanpur,30.5,0.0,21.4,-2.0,3.4,88.0,78.0,0 days 18:42:00.000000000,0 days 05:30:00.000000000,,0 days 21:47:00.000000000
2018-07-02,Chhattisgarh,Raigarh,32.3,1.0,21.9,-2.0,67.0,95.0,95.0,0 days 18:47:00.000000000,0 days 05:15:00.000000000,0 days 08:31:00.000000000,0 days 21:48:00.000000000
2018-07-02,Chhattisgarh,Raipur,34.8,2.0,25.3,0.0,,81.0,66.0,0 days 18:50:00.000000000,0 days 05:27:00.000000000,0 days 08:42:00.000000000,0 days 21:53:00.000000000
2018-07-02,Chhattisgarh,Rajnandgaon,34.0,1.0,24.2,1.0,2.0,96.0,82.0,0 days 18:52:00.000000000,0 days 05:28:00.000000000,0 days 08:43:00.000000000,0 days 21:55:00.000000000
2018-07-02,Chhattisgarh,Sukma,30.5,0.0,21.4,-2.0,3.4,88.0,78.0,0 days 18:42:00.000000000,0 days 05:30:00.000000000,,0 days 21:47:00.000000000
2018-07-02,Chhattisgarh,Surajpur,32.3,1.0,21.9,-2.0,67.0,95.0,95.0,0 days 18:47:00.000000000,0 days 05:15:00.000000000,0 days 08:31:00.000000000,0 days 21:48:00.000000000
2018-07-02,Chhattisgarh,Surguja,32.3,1.0,21.9,-2.0,67.0,95.0,95.0,0 days 18:47:00.000000000,0 days 05:15:00.000000000,0 days 08:31:00.000000000,0 days 21:48:00.000000000
2018-07-02,Chhattisgarh,Uttar Bastar Kanker,34.0,1.0,24.2,1.0,2.0,96.0,82.0,0 days 18:52:00.000000000,0 days 05:28:00.000000000,0 days 08:43:00.000000000,0 days 21:55:00.000000000
2018-07-02,Dadra and Nagar Haveli,Dadra and Nagar Haveli,33.8,3.0,25.4,-1.0,22.0,89.0,63.0,,,,
2018-07-02,Daman and Diu,Daman,33.8,3.0,25.4,-1.0,22.0,89.0,63.0,,,,
2018-07-02,Daman and Diu,Diu,35.0,3.0,27.2,4.0,4.3,85.0,82.0,0 days 19:31:00.000000000,0 days 06:10:00.000000000,0 days 09:26:00.000000000,0 days 22:36:00.000000000
2018-07-02,Goa,North Goa,30.7,-1.0,24.2,0.0,11.2,97.0,90.0,0 days 19:10:00.000000000,0 days 06:08:00.000000000,0 days 09:21:00.000000000,0 days 22:18:00.000000000
2018-07-02,Goa,South Goa,30.7,-1.0,24.2,0.0,11.2,97.0,90.0,0 days 19:10:00.000000000,0 days 06:08:00.000000000,0 days 09:21:00.000000000,0 days 22:18:00.000000000
2018-07-02,Gujarat,Ahmadabad,38.5,3.0,27.5,1.0,,72.0,44.0,0 days 19:29:00.000000000,0 days 05:58:00.000000000,0 days 09:16:00.000000000,0 days 22:31:00.000000000
2018-07-02,Gujarat,Amreli,37.0,3.0,25.6,0.0,,79.0,56.0,0 days 19:32:00.000000000,0 days 06:07:00.000000000,0 days 09:24:00.000000000,0 days 22:35:00.000000000
2018-07-02,Gujarat,Anand,36.4,3.0,27.6,1.0,,75.0,49.0,0 days 19:25:00.000000000,0 days 05:57:00.000000000,0 days 09:14:00.000000000,0 days 22:28:00.000000000
2018-07-02,Gujarat,Aravalli,36.2,1.0,26.7,1.0,,79.0,45.0,0 days 19:29:00.000000000,0 days 05:55:00.000000000,0 days 09:13:00.000000000,0 days 22:30:00.000000000
2018-07-02,Gujarat,Banas Kantha,36.5,0.0,28.6,3.0,,73.0,42.0,0 days 19:33:00.000000000,0 days 05:57:00.000000000,0 days 09:16:00.000000000,0 days 22:34:00.000000000
2018-07-02,Gujarat,Bharuch,32.2,1.0,27.4,1.0,1.2,89.0,73.0,0 days 19:25:00.000000000,0 days 06:02:00.000000000,0 days 09:18:00.000000000,0 days 22:28:00.000000000
2018-07-02,Gujarat,Bhavnagar,36.6,2.0,28.3,2.0,,73.0,56.0,0 days 19:28:00.000000000,0 days 06:02:00.000000000,0 days 09:20:00.000000000,0 days 22:31:00.000000000
2018-07-02,Gujarat,Botad,37.0,3.0,25.6,0.0,,79.0,56.0,0 days 19:32:00.000000000,0 days 06:07:00.000000000,0 days 09:24:00.000000000,0 days 22:35:00.000000000
2018-07-02,Gujarat,Chhota Udaipur,36.4,3.0,27.6,1.0,,75.0,49.0,0 days 19:25:00.000000000,0 days 05:57:00.000000000,0 days 09:14:00.000000000,0 days 22:28:00.000000000
2018-07-02,Gujarat,Dahod,,,,,,,,0 days 19:24:00.000000000,0 days 05:49:00.000000000,0 days 08:16:00.000000000,0 days 21:46:00.000000000
2018-07-02,Gujarat,Devbhumi Dwarka,34.85,2.0,29.15,1.0,,76.5,64.5,0 days 19:43:30.000000000,0 days 06:13:30.000000000,0 days 09:32:00.000000000,0 days 22:46:00.000000000
2018-07-02,Gujarat,Gandhinagar,38.5,3.0,27.5,1.0,,72.0,44.0,0 days 19:29:00.000000000,0 days 05:58:00.000000000,0 days 09:16:00.000000000,0 days 22:31:00.000000000
2018-07-02,Gujarat,Gir Somnath,33.6,2.0,28.1,1.0,3.6,87.0,79.0,0 days 19:34:00.000000000,0 days 06:12:00.000000000,0 days 09:28:00.000000000,0 days 22:38:00.000000000
2018-07-02,Gujarat,Jamnagar,38.0,3.0,27.5,1.0,,72.0,42.0,0 days 19:35:00.000000000,0 days 06:07:00.000000000,0 days 09:25:00.000000000,0 days 22:38:00.000000000
2018-07-02,Gujarat,Junagadh,35.0,3.0,27.2,4.0,4.3,85.0,82.0,0 days 19:31:00.000000000,0 days 06:10:00.000000000,0 days 09:26:00.000000000,0 days 22:36:00.000000000
2018-07-02,Gujarat,Kachchh,36.93333333333333,1.6666666666666667,27.333333333333332,1.3333333333333333,,79.0,44.0,0 days 19:33:00.000000000,0 days 05:59:40.000000000,0 days 09:18:00.000000000,0 days 22:34:20.000000000
2018-07-02,Gujarat,Kheda,38.5,3.0,27.5,1.0,,72.0,44.0,0 days 19:29:00.000000000,0 days 05:58:00.000000000,0 days 09:16:00.000000000,0 days 22:31:00.000000000
2018-07-02,Gujarat,Mahesana,38.5,3.0,27.5,1.0,,72.0,44.0,0 days 19:29:00.000000000,0 days 05:58:00.000000000,0 days 09:16:00.000000000,0 days 22:31:00.000000000
2018-07-02,Gujarat,Mahisagar,,,,,,,,0 days 19:24:00.000000000,0 days 05:49:00.000000000,0 days 08:16:00.000000000,0 days 21:46:00.000000000
2018-07-02,Gujarat,Morbi,38.0,3.0,27.5,1.0,,72.0,42.0,0 days 19:35:00.000000000,0 days 06:07:00.000000000,0 days 09:25:00.000000000,0 days 22:38:00.000000000
2018-07-02,Gujarat,Narmada,36.4,3.0,27.6,1.0,,75.0,49.0,0 days 19:25:00.000000000,0 days 05:57:00.000000000,0 days 09:14:00.000000000,0 days 22:28:00.000000000
2018-07-02,Gujarat,Navsari,32.2,1.0,27.4,1.0,1.2,89.0,73.0,0 days 19:25:00.000000000,0 days 06:02:00.000000000,0 days 09:18:00.000000000,0 days 22:28:00.000000000
2018-07-02,Gujarat,Panch Mahals,36.4,3.0,27.6,1.0,,75.0,49.0,0 days 19:25:00.000000000,0 days 05:57:00.000000000,0 days 09:14:00.000000000,0 days 22:28:00.000000000
2018-07-02,Gujarat,Patan,36.5,0.0,28.6,3.0,,73.0,42.0,0 days 19:33:00.000000000,0 days 05:57:00.000000000,0 days 09:16:00.000000000,0 days 22:34:00.000000000
2018-07-02,Gujarat,Porbandar,34.2,2.0,27.3,0.0,1.2,81.0,72.0,0 days 19:38:00.000000000,0 days 06:13:00.000000000,0 days 09:30:00.000000000,0 days 22:42:00.000000000
2018-07-02,Gujarat,Rajkot,38.0,3.0,27.5,1.0,,72.0,42.0,0 days 19:35:00.000000000,0 days 06:07:00.000000000,0 days 09:25:00.000000000,0 days 22:38:00.000000000
2018-07-02,Gujarat,Sabar Kantha,36.2,1.0,26.7,1.0,,79.0,45.0,0 days 19:29:00.000000000,0 days 05:55:00.000000000,0 days 09:13:00.000000000,0 days 22:30:00.000000000
2018-07-02,Gujarat,Surat,32.2,1.0,27.4,1.0,1.2,89.0,73.0,0 days 19:25:00.000000000,0 days 06:02:00.000000000,0 days 09:18:00.000000000,0 days 22:28:00.000000000
2018-07-02,Gujarat,Surendranagar,38.0,3.0,27.5,1.0,,72.0,42.0,0 days 19:35:00.000000000,0 days 06:07:00.000000000,0 days 09:25:00.000000000,0 days 22:38:00.000000000
2018-07-02,Gujarat,Tapi,32.2,1.0,27.4,1.0,1.2,89.0,73.0,0 days 19:25:00.000000000,0 days 06:02:00.000000000,0 days 09:18:00.000000000,0 days 22:28:00.000000000
2018-07-02,Gujarat,The Dangs,31.2,1.0,23.4,1.0,,78.0,59.0,0 days 19:19:00.000000000,0 days 06:00:00.000000000,0 days 10:05:00.000000000,0 days 23:02:00.000000000
